99,1214,0640,0003,1216,0478,0950
100,1214,0799,1434,2020,0361,0010
101,2020,0360,0005,1214,0798,1429
102,7020,0360,0005,1214,0797,1428
103,1216,0480,0003,1215,0008,0377
104,1215,0003,0376,1216,0482,0009
105,1215,0938,0567,1207,0957,1209
106,1207,0958,1214,1215,0933,0567
107,1207,0260,0004,1208,0009,0501
108,1208,0003,0500,1207,0261,0010
109,1210,0004,0329,1211,0949,0558
110,1211,0955,0558,1210,0010,0330
111,1211,0003,0400,1212,1003,1278
112,1212,1015,1295,1211,0009,0401
113,7010,1015,1295,1212,0376,0038
114,7000,0313,0652,1001,0674,0344
115,1212,0906,1041,1212,0942,1012
116,1212,0942,1015,1212,0903,1041
117,1212,1025,1038,1212,1087,1124
118,1212,1083,1120,1212,1022,1035
119,1212,0896,0891,1212,0871,0853
120,1212,0872,0847,1212,0900,0826
121,1212,0898,0828,1212,0872,0850
122,1212,0871,0856,1212,0899,0895
123,1212,1049,0838,1212,1138,0895
124,1212,1135,0892,1212,1046,0835
125,1212,0846,0555,1212,0834,0455
126,1212,0837,0458,1212,0846,0558
127,1212,0810,0677,1212,0690,0667
128,1212,0693,0667,1212,0813,0677
129,1212,0710,0377,1212,0674,0418
130,1212,0674,0415,1212,0713,0377
131,1212,0620,0399,1212,0611,0311
132,1212,0861,0846,1212,0808,0823
133,1212,0811,0826,1212,0864,0846
134,1212,0781,0841,1212,0705,0921
135,1212,0708,0921,1212,0781,0838
136,1212,0580,0824,1212,0539,0752
137,1212,0542,0755,1212,0582,0827
138,1212,0476,0688,1212,0369,0651
139,1212,0372,0651,1212,0479,0691
140,1212,0352,0512,1212,0404,0451
141,1212,0404,0454,1212,0349,0512
142,1212,0392,0387,1212,0335,0282
143,1212,0338,0285,1212,0395,0390
144,1212,0310,0171,1212,0378,0153
145,1212,0375,0153,1212,0310,0174
146,1212,0614,0314,1212,0623,0402
147,7010,0906,1041,7010,0942,1012
148,7010,0942,1015,7010,0903,1041
149,7010,1025,1038,7010,1087,1124
150,7010,1083,1120,7010,1022,1035
151,7010,0896,0891,7010,0871,0853
152,7010,0872,0847,7010,0900,0826
153,7010,0898,0828,7010,0872,0850
154,7010,1049,0838,7010,1138,0895
155,7010,1135,0892,7010,1046,0835
156,7010,0846,0555,7010,0834,0455
157,7010,0837,0458,7010,0846,0558
158,7010,0810,0677,7010,0690,0667
159,7010,0693,0667,7010,0813,0677
160,7010,0710,0377,7010,0674,0418
161,7010,0674,0415,7010,0713,0377
162,7010,0620,0399,7010,0611,0311
163,7010,0861,0846,7010,0808,0823
164,7010,0811,0826,7010,0864,0846
165,7010,0781,0841,7010,0705,0921
166,7010,0708,0921,7010,0781,0838
167,7010,0580,0824,7010,0539,0752
168,7010,0542,0755,7010,0582,0827
169,7010,0476,0688,7010,0369,0651
170,7010,0372,0651,7010,0479,0691
171,7010,0352,0512,7010,0404,0451
172,7010,0404,0454,7010,0349,0512
173,7010,0392,0387,7010,0335,0282
174,7010,0338,0285,7010,0395,0390
175,7010,0310,0171,7010,0378,0153
176,7010,0375,0153,7010,0310,0174
177,7010,0614,0314,7010,0623,0402
178,1025,0114,0162,4401,0072,0015
179,4401,0073,0013,1025,0113,0155
180,4401,0114,0162,4402,0072,0015
181,4402,0073,0013,4401,0113,0155
182,4402,0114,0162,4700,0072,0015
183,4402,0168,0111,4600,0015,0077
184,4600,0013,0078,4402,0162,0111
185,4401,0168,0111,4501,0015,0077
186,4501,0013,0078,4401,0162,0111
187,4501,0114,0162,4701,0072,0015
188,4701,0073,0013,4501,0113,0155
189,4402,0168,0111,4601,0015,0077
190,4601,0015,0077,4402,0162,0111
191,1025,0168,0111,4502,0015,0077
192,4502,0013,0078,1025,0162,0111
193,4502,0168,0111,4503,0015,0077
194,4503,0013,0078,4502,0162,0111
195,4503,0168,0111,4602,0015,0077
196,4602,0013,0078,4503,0162,0111
197,4503,0114,0162,4702,0072,0015
198,4702,0073,0013,4503,0113,0155
199,4502,0114,0162,4506,0015,0077
200,4506,0013,0078,4502,0113,0155
201,4506,0168,0111,4603,0015,0077
202,4603,0013,0078,4506,0162,0111
203,4506,0114,0162,4703,0072,0015
204,4703,0073,0013,4506,0113,0155
205,1070,0199,0187,1020,0592,0516
206,1018,0250,0166,1002,0429,0378
207,1029,0027,0065,1210,0716,1036
208,1029,0112,0046,1210,0716,1036
209,8005,0003,0301,8005,0009,0302
210,8005,0694,0398,8005,0689,0398
211,8006,0003,0361,8006,0007,0361
212,1082,0099,0171,1082,0191,0230
213,1082,0272,0176,1082,0191,0230
214,1082,0182,0281,1082,0191,0230
215,1082,0308,0283,1082,0191,0230
216,1082,0170,0099,1082,0191,0230
217,1090,0170,0137,1002,0430,0378
218,1080,0251,0166,1002,0430,0378
219,1762,0060,0250,1000,0471,0643
220,1002,0400,0387,1004,0051,0070
221,1002,0402,0387,1004,0051,0070
222,1002,0403,0387,1004,0051,0070
